Ref,Val,Package,PosX,PosY,Rot,Side
"C1","0.1uF","C_0805_2012Metric",89.230200,-148.070600,-90.000000,bottom
"C2","10uF","C_0805_2012Metric",86.436200,-148.705600,0.000000,bottom
"R1","10K","R_0805_2012Metric",93.675200,-148.197600,0.000000,bottom
"R30","10K","R_0805_2012Metric",90.119200,-100.445600,180.000000,bottom
"R31","10K","R_0805_2012Metric",90.119200,-102.477600,180.000000,bottom
"U2","LIS3DHTR","LGA-16_3x3x1mm_STM",90.246200,-142.609600,-90.000000,bottom
"X3","OLED_128x128","OLED_1.50_128x128",80.848200,-122.035600,180.000000,bottom
